,site_name,date,unclean_age,standard_deviation,f_p1,age,data_flag,age_type,database,alt_name,site_details,site_id,f_p2,frac_1,mrt1
689,L36/1533,2007-11-28 00:00:00,84,,0.5,84.0,single_value,cfc_11,ecan,nan,nan,nan,,,
690,L36/2015,2007-11-28 00:00:00,82,,0.5,82.0,single_value,cfc_11,ecan,nan,nan,nan,,,
694,M36/8178,2008-04-08 00:00:00,>95,,0.7,95.0,>,cfc_11,ecan,nan,nan,nan,,,
695,N36/0048,2008-04-22 00:00:00,174,,,174.0,single_value,cfc_11,ecan,nan,nan,nan,,,
697,M35/9781,2008-05-19 00:00:00,>80,,,80.0,>,cfc_11,ecan,nan,nan,nan,,,
699,N34/0165,2008-05-20 00:00:00,130,,,130.0,single_value,cfc_11,ecan,nan,nan,nan,,,
700,P30/0001,2008-06-03 00:00:00,59,,,59.0,single_value,cfc_11,ecan,nan,nan,nan,,,
701,M35/10908,2008-06-11 00:00:00,>121,,,121.0,>,cfc_11,ecan,nan,nan,nan,,,
703,M35/10794,2008-10-31 00:00:00,>65,,,65.0,>,cfc_11,ecan,nan,nan,nan,,,
704,M35/10795,2008-10-31 00:00:00,>66,,,66.0,>,cfc_11,ecan,nan,nan,nan,,,
705,L35/0980,2008-12-02 00:00:00,>93,,,93.0,>,cfc_11,ecan,nan,nan,nan,,,
708,M35/17757,2009-01-15 00:00:00,29,,,29.0,single_value,cfc_11,ecan,nan,nan,nan,,,
709,L35/0850,2009-02-25 00:00:00,>128,,,128.0,>,cfc_11,ecan,nan,nan,nan,,,
710,K35/0034,2009-03-02 00:00:00,31,,0.2,31.0,single_value,cfc_11,ecan,nan,nan,nan,,,
711,O31/0341,2009-03-17 00:00:00,>61,,,61.0,>,cfc_11,ecan,nan,nan,nan,,,
712,O31/0125,2009-03-17 00:00:00,>118,,,118.0,>,cfc_11,ecan,nan,nan,nan,,,
713,O31/0107,2009-03-17 00:00:00,53,,0.2,53.0,single_value,cfc_11,ecan,nan,nan,nan,,,
715,O31/0327,2009-03-17 00:00:00,>94,,,94.0,>,cfc_11,ecan,nan,nan,nan,,,
716,O31/0158,2009-03-18 00:00:00,34,,0.24,34.0,single_value,cfc_11,ecan,nan,nan,nan,,,
717,O31/0091,2009-03-18 00:00:00,>320,,0.9,320.0,>,cfc_11,ecan,nan,nan,nan,,,
718,O31/0276,2009-03-18 00:00:00,>93,,0.6,93.0,>,cfc_11,ecan,nan,nan,nan,,,
719,O31/0345,2009-03-18 00:00:00,53,,,53.0,single_value,cfc_11,ecan,nan,nan,nan,,,
723,O31/0376,2009-03-19 00:00:00,40,,0.23,40.0,single_value,cfc_11,ecan,nan,nan,nan,,,
724,O31/0357,2009-03-19 00:00:00,83,,,83.0,single_value,cfc_11,ecan,nan,nan,nan,,,
726,J39/0701,2009-04-06 00:00:00,>108,,0.6,108.0,>,cfc_11,ecan,nan,nan,nan,,,
727,J39/0490,2009-04-06 00:00:00,29,,0.6,29.0,single_value,cfc_11,ecan,nan,nan,nan,,,
728,J39/0719,2009-04-06 00:00:00,100,,0.6,100.0,single_value,cfc_11,ecan,nan,nan,nan,,,
730,J40/0022,2009-04-16 00:00:00,>140,,0.7,140.0,>,cfc_11,ecan,nan,nan,nan,,,
731,J40/0250,2009-04-16 00:00:00,>130,,0.7,130.0,>,cfc_11,ecan,nan,nan,nan,,,
732,M35/11908,2009-05-07 00:00:00,92,32.0,0.7,92.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
733,M35/3731,2009-07-14 00:00:00,28,,,28.0,single_value,cfc_11,ecan,nan,nan,nan,,,
734,M36/4700,2009-11-06 00:00:00,91,41.5,0.6,91.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
735,M36/2298,2009-11-06 00:00:00,43,19.5,0.6,43.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
736,M36/0670,2009-11-06 00:00:00,49,22.5,0.6,49.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
737,M36/0026,2009-11-06 00:00:00,31,10.5,0.6,31.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
738,L36/0421,2009-11-06 00:00:00,39,16.5,0.9,39.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
739,M36/5377,2009-11-06 00:00:00,63,29.0,0.6,63.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
740,M36/0870,2009-11-06 00:00:00,76,31.0,0.6,76.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
741,M36/0698,2009-11-06 00:00:00,38,15.0,0.9,38.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
742,M36/4795,2009-11-06 00:00:00,92,42.0,0.6,92.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
743,K38/0619,2009-11-11 00:00:00,114,,,114.0,single_value,cfc_11,ecan,nan,nan,nan,,,
744,K38/0679,2009-11-11 00:00:00,337,,,337.0,single_value,cfc_11,ecan,nan,nan,nan,,,
745,K38/0618,2009-11-11 00:00:00,121,,,121.0,single_value,cfc_11,ecan,nan,nan,nan,,,
746,K38/1700,2009-11-11 00:00:00,112,,0.7,112.0,single_value,cfc_11,ecan,nan,nan,nan,,,
747,K38/0014,2009-11-11 00:00:00,120,,,120.0,single_value,cfc_11,ecan,nan,nan,nan,,,
748,K38/1701,2009-11-11 00:00:00,122,,,122.0,single_value,cfc_11,ecan,nan,nan,nan,,,
749,K38/0394,2009-11-11 00:00:00,119,,0.7,119.0,single_value,cfc_11,ecan,nan,nan,nan,,,
750,L36/0725,2009-11-30 00:00:00,31,12.5,0.9,31.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
751,M36/7833,2010-01-15 00:00:00,34,14.5,0.6,34.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
752,L36/1313,2010-02-05 00:00:00,39,17.5,0.4,39.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
753,L35/0078,2010-02-08 00:00:00,29,12.5,,29.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
754,M35/0174,2010-02-15 00:00:00,40,19.0,0.31,40.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
755,M35/6385,2010-02-17 00:00:00,37,17.0,0.3,37.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
756,L35/0850,2010-02-25 00:00:00,81,35.5,0.37,81.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
757,L35/0699,2010-02-26 00:00:00,31,13.0,0.3,31.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
761,L34/0052,2010-03-10 00:00:00,50,22.5,0.4,50.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
762,M36/20411,2010-03-30 00:00:00,128,,0.7,128.0,single_value,cfc_11,ecan,nan,nan,nan,,,
764,M35/5869,2010-03-31 00:00:00,34,15.5,0.2,34.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
765,M35/2716,2010-04-08 00:00:00,23,9.5,0.3,23.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
766,M35/7024,2010-04-08 00:00:00,76,24.5,0.4,76.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
767,M35/7079,2010-04-09 00:00:00,55,25.5,0.4,55.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
768,M35/2873,2010-04-15 00:00:00,39,18.0,0.3,39.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
769,M35/3673,2010-04-15 00:00:00,40,18.5,0.45,40.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
770,M35/5579,2010-04-15 00:00:00,45,21.0,0.35,45.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
771,L37/0545,2010-04-15 00:00:00,31,14.5,0.3,31.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
772,K36/0984,2010-04-19 00:00:00,103,51.0,0.5,103.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
773,M35/5609,2010-04-22 00:00:00,43,19.5,0.32,43.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
775,M35/4874,2010-04-29 00:00:00,26,12.0,0.25,26.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
776,M35/9021,2010-04-30 00:00:00,40,19.5,0.35,40.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
777,M35/5585,2010-04-30 00:00:00,28,12.5,0.25,28.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
778,M35/11701,2010-04-30 00:00:00,36.5,17.0,0.32,36.5,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
780,M35/2914,2010-05-12 00:00:00,21,7.5,0.2,21.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
781,M35/5599,2010-05-18 00:00:00,71,23.0,0.35,71.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
782,M35/10908,2010-05-20 00:00:00,78,37.0,0.4,78.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
783,L35/0086,2010-06-09 00:00:00,34,15.5,0.2,34.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
784,M35/4223,2010-06-10 00:00:00,19,8.0,0.3,19.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
785,M35/3174,2010-08-26 00:00:00,38,17.5,0.4,38.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
786,M37/0106,2010-08-26 00:00:00,31,13.5,0.15,31.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
787,M36/2746,2010-08-26 00:00:00,41,20.0,0.2,41.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
788,M36/7504,2010-08-26 00:00:00,38,15.5,0.6,38.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
789,M36/8178,2010-08-26 00:00:00,56,24.5,0.6,56.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
790,L35/0191,2010-08-26 00:00:00,43,19.0,0.64,43.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
791,M36/4699,2010-09-03 00:00:00,69,32.5,0.6,69.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
792,M36/7575,2010-09-03 00:00:00,46,21.5,0.43,46.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
793,M36/3074,2010-09-03 00:00:00,45,20.5,0.4,45.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
794,M36/7533,2010-09-03 00:00:00,61,26.5,0.6,61.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
795,M36/3924,2010-09-03 00:00:00,52,23.5,0.6,52.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
796,M36/4680,2010-09-03 00:00:00,58,26.5,0.6,58.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
797,M36/3922,2010-09-03 00:00:00,57,26.0,0.6,57.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
798,M36/1965,2010-09-22 00:00:00,52,24.0,0.6,52.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
799,M36/1862,2010-09-22 00:00:00,57,26.0,0.6,57.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
800,M36/0872,2010-09-22 00:00:00,54,24.5,0.6,54.0,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
803,M36/2857,2011-01-21 00:00:00,>125,,0.7,125.0,>,cfc_11,ecan,nan,nan,nan,,,
809,M35/18017,2011-05-05 00:00:00,129,59.0,0.7,129.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
810,M35/7010,2011-05-18 00:00:00,75,33.5,0.4,75.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
811,L35/0891,2011-05-18 00:00:00,22,15.0,,22.0,single_value_with_sd_<,cfc_11,ecan,nan,nan,nan,,,
812,M35/7740,2011-05-18 00:00:00,76,33.5,0.4,76.0,single_value_with_sd_>,cfc_11,ecan,nan,nan,nan,,,
826,M36/0253,2011-06-17 00:00:00,40 - 49,4.5,,44.5,single_value_with_sd,cfc_11,ecan,nan,nan,nan,,,
830,M35/7494,2012-04-02 00:00:00,29,7.75,,29.0,single_value_with_sd_range,cfc_11,ecan,nan,nan,nan,,,
831,BW24/0023,2012-04-02 00:00:00,57,7.0,,57.0,single_value_with_sd_range,cfc_11,ecan,nan,nan,nan,,,
834,BW24/0023,2012-07-19 00:00:00,52,4.0,,52.0,single_value_with_sd_range,cfc_11,ecan,nan,nan,nan,,,
835,M35/7494,2012-07-19 00:00:00,15,7.0,,15.0,single_value_with_sd_range,cfc_11,ecan,nan,nan,nan,,,
836,M35/7450,2012-07-19 00:00:00,22,4.5,,22.0,single_value_with_sd_range,cfc_11,ecan,nan,nan,nan,,,
837,M35/7500,2012-07-19 00:00:00,8,7.0,,8.0,single_value_with_sd_range,cfc_11,ecan,nan,nan,nan,,,
278,M35/1255,1997-03-10 00:00:00,33,15.0,0.4,33.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
279,M35/1224,1997-03-10 00:00:00,42,20.0,0.4,42.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
376,M35/8381,2000-02-08 00:00:00,51,,0.5,51.0,single_value,cfc_12,ecan,nan,nan,nan,,,
377,M35/6385,2000-02-08 00:00:00,17,,0.5,17.0,single_value,cfc_12,ecan,nan,nan,nan,,,
378,M35/2716,2000-02-08 00:00:00,9,,0.5,9.0,single_value,cfc_12,ecan,nan,nan,nan,,,
379,M35/3289,2000-02-08 00:00:00,>50,,0.4,50.0,>,cfc_12,ecan,nan,nan,nan,,,
380,M35/6427,2000-02-08 00:00:00,15.5,3.5,0.5,15.5,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
381,M35/2589,2000-02-09 00:00:00,85,30.0,0.4,85.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
382,M35/2879,2000-02-09 00:00:00,10,0.0,0.5,10.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
383,M35/2914,2000-02-09 00:00:00,5.5,,0.5,5.5,single_value,cfc_12,ecan,nan,nan,nan,,,
384,M35/0225,2000-02-09 00:00:00,30,13.0,0.4,30.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
386,M35/0174,2000-02-10 00:00:00,21.5,,0.5,21.5,single_value,cfc_12,ecan,nan,nan,nan,,,
387,L35/0577,2000-02-10 00:00:00,72,24.5,0.4,72.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
388,M35/4874,2000-02-10 00:00:00,10.5,,0.5,10.5,single_value,cfc_12,ecan,nan,nan,nan,,,
389,L35/0349,2000-02-10 00:00:00,9,0.0,0.4,9.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
390,M35/5585,2000-02-10 00:00:00,9.5,,,9.5,single_value,cfc_12,ecan,nan,nan,nan,,,
391,M35/6662,2000-02-11 00:00:00,57,30.0,0.4,57.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
394,M35/0834,2000-02-11 00:00:00,112,,0.5,112.0,single_value,cfc_12,ecan,nan,nan,nan,,,
459,M35/3529,2001-12-06 00:00:00,101,25.0,0.5,101.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
460,M35/5875,2001-12-06 00:00:00,102,31.5,0.4,102.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
461,M35/0470,2001-12-06 00:00:00,55,,0.5,55.0,single_value,cfc_12,ecan,nan,nan,nan,,,
462,M35/5875,2001-12-06 00:00:00,102,31.5,0.4,102.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
463,M35/0847,2001-12-07 00:00:00,100,,0.5,100.0,single_value,cfc_12,ecan,nan,nan,nan,,,
464,M35/0181,2001-12-07 00:00:00,26.5,,0.5,26.5,single_value,cfc_12,ecan,nan,nan,nan,,,
465,M35/5609,2001-12-07 00:00:00,24,,0.5,24.0,single_value,cfc_12,ecan,nan,nan,nan,,,
478,M36/2857,2003-12-12 00:00:00,226,,0.9,226.0,single_value,cfc_12,ecan,nan,nan,nan,,,
491,M36/7504,2004-05-06 00:00:00,73,,0.9,73.0,single_value,cfc_12,ecan,nan,nan,nan,,,
492,M36/7533,2004-05-07 00:00:00,76,,0.9,76.0,single_value,cfc_12,ecan,nan,nan,nan,,,
493,K36/0436,2004-05-20 00:00:00,29,,0.6,29.0,single_value,cfc_12,ecan,nan,nan,nan,,,
494,K37/1502,2004-05-20 00:00:00,20,,0.6,20.0,single_value,cfc_12,ecan,nan,nan,nan,,,
495,K37/0204,2004-05-20 00:00:00,0,,0.6,0.0,single_value,cfc_12,ecan,nan,nan,nan,,,
496,K36/0061,2004-05-21 00:00:00,4,,0.6,4.0,single_value,cfc_12,ecan,nan,nan,nan,,,
497,K37/1792,2004-05-21 00:00:00,9,,0.6,9.0,single_value,cfc_12,ecan,nan,nan,nan,,,
499,K37/0619,2004-05-26 00:00:00,48,,0.6,48.0,single_value,cfc_12,ecan,nan,nan,nan,,,
500,K37/0562,2004-05-26 00:00:00,10,,0.6,10.0,single_value,cfc_12,ecan,nan,nan,nan,,,
501,K38/1020,2004-05-26 00:00:00,24,,0.6,24.0,single_value,cfc_12,ecan,nan,nan,nan,,,
503,K37/0066,2004-05-27 00:00:00,20,,0.6,20.0,single_value,cfc_12,ecan,nan,nan,nan,,,
504,K37/1282,2004-05-27 00:00:00,51,,0.6,51.0,single_value,cfc_12,ecan,nan,nan,nan,,,
505,K38/0105,2004-05-31 00:00:00,94,,0.6,94.0,single_value,cfc_12,ecan,nan,nan,nan,,,
506,K38/0690,2004-06-08 00:00:00,50,,0.6,50.0,single_value,cfc_12,ecan,nan,nan,nan,,,
507,K38/0404,2004-06-08 00:00:00,0,,0.6,0.0,single_value,cfc_12,ecan,nan,nan,nan,,,
509,K37/1390,2004-06-24 00:00:00,46,,0.6,46.0,single_value,cfc_12,ecan,nan,nan,nan,,,
511,K38/0459,2004-06-25 00:00:00,20,,0.6,20.0,single_value,cfc_12,ecan,nan,nan,nan,,,
516,K38/1700,2004-12-03 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
517,K38/0014,2004-12-03 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
518,K38/1701,2004-12-03 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
519,K38/0619,2004-12-03 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
520,K38/0618,2004-12-03 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
521,K38/0394,2004-12-15 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
522,K38/0679,2004-12-15 00:00:00,>100,,0.9,100.0,>,cfc_12,ecan,nan,nan,nan,,,
523,L35/0205,2005-01-31 00:00:00,26,,0.5,26.0,single_value,cfc_12,ecan,nan,nan,nan,,,
525,L35/0596,2005-01-31 00:00:00,0,,0.5,0.0,single_value,cfc_12,ecan,nan,nan,nan,,,
526,L36/1288,2005-01-31 00:00:00,48,,0.5,48.0,single_value,cfc_12,ecan,nan,nan,nan,,,
527,L35/0171,2005-01-31 00:00:00,15,,0.5,15.0,single_value,cfc_12,ecan,nan,nan,nan,,,
528,L36/1635,2005-01-31 00:00:00,85,,0.5,85.0,single_value,cfc_12,ecan,nan,nan,nan,,,
529,L36/1334,2005-02-01 00:00:00,46,,0.5,46.0,single_value,cfc_12,ecan,nan,nan,nan,,,
530,L36/1651,2005-02-01 00:00:00,26,,0.5,26.0,single_value,cfc_12,ecan,nan,nan,nan,,,
531,L35/0666,2005-02-01 00:00:00,20,,0.5,20.0,single_value,cfc_12,ecan,nan,nan,nan,,,
532,L36/0059,2005-02-01 00:00:00,17,,0.5,17.0,single_value,cfc_12,ecan,nan,nan,nan,,,
535,L36/0579,2005-02-04 00:00:00,11,,0.5,11.0,single_value,cfc_12,ecan,nan,nan,nan,,,
549,L37/0020,2005-05-09 00:00:00,65,,0.5,65.0,single_value,cfc_12,ecan,nan,nan,nan,,,
551,L37/0297,2005-05-09 00:00:00,14,,0.5,14.0,single_value,cfc_12,ecan,nan,nan,nan,,,
554,L37/0781,2005-05-10 00:00:00,19.5,,0.5,19.5,single_value,cfc_12,ecan,nan,nan,nan,,,
555,L36/1242,2005-05-10 00:00:00,44,,0.5,44.0,single_value,cfc_12,ecan,nan,nan,nan,,,
556,L37/1181,2005-05-10 00:00:00,23,,0.5,23.0,single_value,cfc_12,ecan,nan,nan,nan,,,
557,L37/0754,2005-05-10 00:00:00,74,,0.5,74.0,single_value,cfc_12,ecan,nan,nan,nan,,,
558,L37/0349,2005-05-11 00:00:00,58,,0.5,58.0,single_value,cfc_12,ecan,nan,nan,nan,,,
559,L37/1076,2005-05-11 00:00:00,32,,0.5,32.0,single_value,cfc_12,ecan,nan,nan,nan,,,
560,L37/1182,2005-05-11 00:00:00,37,,0.5,37.0,single_value,cfc_12,ecan,nan,nan,nan,,,
561,L37/0147,2005-05-11 00:00:00,48,,0.5,48.0,single_value,cfc_12,ecan,nan,nan,nan,,,
562,L36/0948,2005-05-12 00:00:00,8,,0.5,8.0,single_value,cfc_12,ecan,nan,nan,nan,,,
564,K36/0197,2005-05-12 00:00:00,25,,0.5,25.0,single_value,cfc_12,ecan,nan,nan,nan,,,
565,L37/0415,2005-05-12 00:00:00,32,,0.5,32.0,single_value,cfc_12,ecan,nan,nan,nan,,,
566,K37/0204,2005-05-19 00:00:00,19,,0.6,19.0,single_value,cfc_12,ecan,nan,nan,nan,,,
567,K37/1502,2005-05-20 00:00:00,26,,0.6,26.0,single_value,cfc_12,ecan,nan,nan,nan,,,
568,K37/0619,2005-05-20 00:00:00,48,,0.6,48.0,single_value,cfc_12,ecan,nan,nan,nan,,,
570,K38/1020,2005-05-24 00:00:00,64,,0.6,64.0,single_value,cfc_12,ecan,nan,nan,nan,,,
571,K37/0231,2005-05-24 00:00:00,0,,0.6,0.0,single_value,cfc_12,ecan,nan,nan,nan,,,
578,M35/1382,2005-08-05 00:00:00,<1,0.25,0.9,0.5,<,cfc_12,ecan,nan,nan,nan,,,
579,M35/5866,2005-08-05 00:00:00,<1,0.25,0.9,0.5,<,cfc_12,ecan,nan,nan,nan,,,
580,M35/10233,2005-09-29 00:00:00,46,22.0,0.4,46.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
581,M35/3336,2005-09-29 00:00:00,48,23.0,0.4,48.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
582,L36/0579,2006-02-28 00:00:00,17,,0.5,17.0,single_value,cfc_12,ecan,nan,nan,nan,,,
583,L35/0666,2006-02-28 00:00:00,24,,0.5,24.0,single_value,cfc_12,ecan,nan,nan,nan,,,
584,L36/0737,2006-02-28 00:00:00,<1,0.25,0.5,0.5,<,cfc_12,ecan,nan,nan,nan,,,
607,L37/1139,2006-05-19 00:00:00,61,,,61.0,single_value,cfc_12,ecan,nan,nan,nan,,,
609,K37/1284,2006-05-19 00:00:00,35,,,35.0,single_value,cfc_12,ecan,nan,nan,nan,,,
610,L37/1558,2006-05-19 00:00:00,59,,,59.0,single_value,cfc_12,ecan,nan,nan,nan,,,
611,M36/0573,2006-05-19 00:00:00,182,,,182.0,single_value,cfc_12,ecan,nan,nan,nan,,,
613,M36/0217,2006-05-19 00:00:00,20 or 31,5.5,,25.5,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
614,L36/2143,2006-05-19 00:00:00,64,,,64.0,single_value,cfc_12,ecan,nan,nan,nan,,,
615,K37/1703,2006-05-19 00:00:00,47,,,47.0,single_value,cfc_12,ecan,nan,nan,nan,,,
616,L37/1138,2006-05-19 00:00:00,62,,,62.0,single_value,cfc_12,ecan,nan,nan,nan,,,
617,K37/2085,2006-05-19 00:00:00,63,,,63.0,single_value,cfc_12,ecan,nan,nan,nan,,,
622,M35/7542,2006-06-27 00:00:00,>57,,0.9,57.0,>,cfc_12,ecan,nan,nan,nan,,,
627,M35/0847,2006-06-27 00:00:00,45,21.0,0.4,45.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
628,M35/9699,2006-06-28 00:00:00,>56,,0.9,56.0,>,cfc_12,ecan,nan,nan,nan,,,
629,M35/10385,2006-06-28 00:00:00,39,18.0,0.9,39.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
631,M35/0470,2006-06-28 00:00:00,9,3.5,0.35,9.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
635,L35/0806,2006-08-31 00:00:00,165,,,165.0,single_value,cfc_12,ecan,nan,nan,nan,,,
636,M35/11199,2006-09-14 00:00:00,50,23.0,0.9,50.0,single_value_with_sd,cfc_12,ecan,nan,nan,nan,,,
646,M36/7575,2006-12-20 00:00:00,95.5,,0.5,95.5,single_value,cfc_12,ecan,nan,nan,nan,,,
647,K38/1544,2007-01-18 00:00:00,72,,0.6,72.0,single_value,cfc_12,ecan,nan,nan,nan,,,
648,K37/1301,2007-01-18 00:00:00,57.5,,,57.5,single_value,cfc_12,ecan,nan,nan,nan,,,
649,K38/1402,2007-02-15 00:00:00,<10,2.5,0.6,5.0,<,cfc_12,ecan,nan,nan,nan,,,
650,K37/1951,2007-02-15 00:00:00,97,,0.6,97.0,single_value,cfc_12,ecan,nan,nan,nan,,,
652,J39/0137,2007-02-19 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
653,J40/0085,2007-02-19 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
654,K38/2155,2007-02-19 00:00:00,<10,2.5,0.6,5.0,<,cfc_12,ecan,nan,nan,nan,,,
655,J38/0040,2007-02-19 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
656,J39/0388,2007-02-19 00:00:00,70,,0.6,70.0,single_value,cfc_12,ecan,nan,nan,nan,,,
657,J39/0514,2007-02-19 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
658,J40/0703,2007-02-20 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
659,J40/0620,2007-02-20 00:00:00,82,,0.6,82.0,single_value,cfc_12,ecan,nan,nan,nan,,,
661,J40/0632,2007-02-20 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
662,J39/0412,2007-02-20 00:00:00,>105,,0.29,105.0,>,cfc_12,ecan,nan,nan,nan,,,
663,J39/0516,2007-02-20 00:00:00,64,,0.6,64.0,single_value,cfc_12,ecan,nan,nan,nan,,,
664,I41/0030,2007-02-20 00:00:00,>105,,0.6,105.0,>,cfc_12,ecan,nan,nan,nan,,,
676,M35/5826,2007-07-20 00:00:00,67,,,67.0,single_value,cfc_12,ecan,nan,nan,nan,,,
678,M35/10751,2007-09-26 00:00:00,18,,0.2,18.0,single_value,cfc_12,ecan,nan,nan,nan,,,
679,M35/11713,2007-09-28 00:00:00,53,23.0,0.7,53.0,single_value_with_sd_>,cfc_12,ecan,nan,nan,nan,,,
680,I38/0052,2007-10-01 00:00:00,16,,0.9,16.0,single_value,cfc_12,ecan,nan,nan,nan,,,
681,I39/0007,2007-10-01 00:00:00,31,,0.5,31.0,single_value,cfc_12,ecan,nan,nan,nan,,,
682,I39/0004,2007-10-01 00:00:00,80,,0.5,80.0,single_value,cfc_12,ecan,nan,nan,nan,,,
683,H38/0051,2007-10-02 00:00:00,13,,0.5,13.0,single_value,cfc_12,ecan,nan,nan,nan,,,
