ref,nztm_x,nztm_y,top_screen,aquifer_type,formation,alt_name,bore_depth,bottom_screen,database,site_location,screen_range,lithology,altitude,site_id,regional_council,report_source,region,water_level_bgl_m,elevation,no_ages,start_date,end_date,f_p1,f_p2,frac_1,mrt1,age_min,age_max,age_mean,age_std,age_median,org_ref
probably 699022,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,150.0,150.0,150.0,,150.0,
699024,1766329.130180602,5588827.460494414,,,,,107.0,,,,,,,,,,,,,2.0,,,,,,,200.0,200.0,200.0,0.0,200.0,
699037,1766961.9771064587,5589393.779812198,,,,,0.0,,,,,,,,,,,,,4.0,,,0.9,,,,78.0,92.0,85.0,8.082903768654761,85.0,
780001,1772030.2804925349,5585020.22223838,,,,,402.7,,,,,,,,,,,,,2.0,,,0.6,,,,90.0,90.0,90.0,0.0,90.0,
780035,1773064.6873289726,5584295.519434588,,,,,434.0,,,,,,,,,,,,,2.0,,,0.6,,,,160.0,160.0,160.0,0.0,160.0,
780037,1775565.6222701264,5582696.235287528,354.5,,,,528.5,499.0,,,,,,,,,,,,2.0,,,0.7,,,,210.0,210.0,210.0,0.0,210.0,
790039,1778764.6319677725,5572340.835116673,,,,,153.26,,,,,,,,,,,,,2.0,,,0.7,,,,150.0,150.0,150.0,0.0,150.0,
790101,1778784.6446077747,5572310.837211202,120.0,,,,144.9,145.0,,,,,,,,,,,,2.0,,,0.7,,,,210.0,210.0,210.0,0.0,210.0,
790115,1777131.764476528,5580146.435196948,,,,,705.0,,,,,,,,,,,,,2.0,,,0.6,,,,170.0,170.0,170.0,0.0,170.0,
790127,,,540.0,nan,nan,nan,606.0,606.0,hrc,"Abelard bore, Wanganui District Council",nan,nan,,nan,nan,nan,nan,,,1.0,,,0.7,,,,158.0,158.0,158.0,,158.0,790127
790133,1772060.6065819727,5581426.751249429,575.0,,,,639.6,584.0,,,,,,,,,,,,2.0,,,0.5,,,,115.0,115.0,115.0,0.0,115.0,
792058,1792938.9279793925,5576369.246887131,195.0,,,,202.0,204.0,,,,,,,,,,,,2.0,,,0.5,,,,110.0,110.0,110.0,0.0,110.0,
799002,1829638.0685873015,5499049.181331574,,,,,2.6,,,,,,,,,,,,,2.0,,,0.95,,,,0.5,0.5,0.5,0.0,0.5,
352081,1793457.9494861045,5503612.945676117,33.0,,,,40.4,40.4,,,,,,,,,,,,2.0,,,0.7,,,,40.0,40.0,40.0,0.0,40.0,
352099,1792464.7899758809,5504130.977601685,,,,,9.15,,,,,,,,,,,,,2.0,,,0.9,,,,36.0,36.0,36.0,0.0,36.0,
353015,1798609.6046663169,5507730.821482453,17.3,,,,22.3,22.3,,,,,,,,,,,,4.0,,,0.7,,,,25.0,29.0,27.0,2.309401076758503,27.0,
353121,1799754.862,5504750.103,45.9,,,,48.0,48.2,,,,,,,,,,,,2.0,,,0.7,,,,155.0,155.0,155.0,0.0,155.0,
353131,1795565.2475316215,5504041.094632004,31.0,,,,37.0,37.0,,,,,,,,,,,,2.0,,,0.7,,,,30.0,30.0,30.0,0.0,30.0,
353251,1796578.13,5506823.919,,,,,20.0,,,,,,,,,,,,,2.0,,,0.45,,,,44.0,44.0,44.0,0.0,44.0,
353291,1799274.443,5504507.845,,,,,46.5,,,,,,,,,,,,,2.0,,,0.8,,,,170.0,170.0,170.0,0.0,170.0,
362001,1787777.88,5496984.606,12.3,,,,16.3,16.3,,,,,,,,,,,,2.0,,,0.7,,,,9.5,9.5,9.5,0.0,9.5,
362023,1794222.1511084572,5496361.924403732,,,,,26.04,,,,,,,,,,,,,2.0,,,0.8,,,,10.0,10.0,10.0,0.0,10.0,
362033,1792028.8139491966,5500745.483423653,0.0,,,,22.2,0.0,,,,,,,,,,,,2.0,,,0.9,,,,25.0,25.0,25.0,0.0,25.0,
362279,1793626.0546182822,5499252.320548298,120.5,nan,nan,nan,129.5,129.5,hrc,Summerset Retirement Village,nan,nan,46.383,nan,nan,nan,nan,,,1.0,,,0.6,,,,30.0,30.0,30.0,,30.0,362279
362363,1793061.9544968144,5500827.528401013,20.0,,,,32.0,32.0,,,,,,,,,,,,1.0,,,,,,,30.0,30.0,30.0,,30.0,
362521,1791895.8454156467,5495905.826756281,27.0,,,,32.0,29.0,,,,,,,,,,,,3.0,,,0.6197826086956522,1.0,1.0,26.0,26.0,55.0,45.333333333333336,16.743157806499145,55.0,
362791,1790563.6729913214,5496941.936179143,,,,,18.6,,,,,,,,,,,,,2.0,,,0.44,,,,42.0,42.0,42.0,0.0,42.0,
362921,1791460.76,5492582.215,13.5,,,,16.5,16.5,,,,,,,,,,,,2.0,,,0.7,,,,65.0,65.0,65.0,0.0,65.0,
363041,1794728.1600128768,5502613.8465072205,26.9,,,,32.9,32.9,,,,,,,,,,,,2.0,,,0.7,,,,28.0,28.0,28.0,0.0,28.0,
363112,1796875.502523352,5500892.650808672,,,,,19.2,,,,,,,,,,,,,2.0,,,0.8,,,,12.0,12.0,12.0,0.0,12.0,
372003,1786524.322,5491308.774,,,,,14.8,,,,,,,,,,,,,2.0,,,0.8,,,,7.0,7.0,7.0,0.0,7.0,
372034,1786487.673,5490259.309,,,,,12.0,,,,,,,,,,,,,2.0,,,0.8,,,,15.0,15.0,15.0,0.0,15.0,
372092,1787496.3107265895,5490320.110506733,42.5,,,,45.5,45.5,,,,,,,,,,,,2.0,,,0.36,,,,30.0,30.0,30.0,0.0,30.0,
362333,1791226.0,5496893.0,,,,,36.0,,,,,,,,,,,,,2.0,,,0.8,,,,21.0,21.0,21.0,0.0,21.0,
362209,1791641.0,5496025.0,,,,,10.0,,,,,,,,,,,,,2.0,,,0.8,,,,16.0,16.0,16.0,0.0,16.0,
361044,1785493.0,5494925.0,,,,,19.0,,,,,,,,,,,,,2.0,,,0.8,,,,0.5,0.5,0.5,0.0,0.5,
362334,1789313.0,5494694.0,,,,,8.0,,,,,,,,,,,,,2.0,,,0.8,,,,0.5,0.5,0.5,0.0,0.5,
372012,1787383.0,5490687.0,,,,,8.0,,,,,,,,,,,,,2.0,,,0.8,,,,21.0,21.0,21.0,0.0,21.0,
362397,1789508.0,5495751.0,,,,,9.7,,,,,,,,,,,,,2.0,,,0.8,,,,44.0,44.0,44.0,0.0,44.0,
362185,1787583.0,5492686.0,,,,,9.0,,,,,,,,,,,,,2.0,,,0.8,,,,0.5,0.5,0.5,0.0,0.5,
372048,1786953.0,5490529.0,,,,,5.0,,,,,,,,,,,,,2.0,,,0.8,,,,0.5,0.5,0.5,0.0,0.5,
362393,1793029.0,5495908.0,,,,,9.0,,,,,,,,,,,,,2.0,,,0.8,,,,0.5,0.5,0.5,0.0,0.5,
362246,1793730.0,5494526.0,,,,,33.0,,,,,,,,,,,,,2.0,,,0.8,,,,4.5,4.5,4.5,0.0,4.5,
brewery spring,2033214.924653704,5715671.187130126,,nan,nan,nan,0.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.01,,,,75.0,75.0,75.0,,75.0,Brewery spring
gar007,2072501.0,5821393.0,,nan,nan,nan,3.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.1,,,,5.0,5.0,5.0,,5.0,GAR007
gdc402-c,,,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,118.0,118.0,118.0,,118.0,GDC402-C
gpa004,2035835.0,5709050.0,,nan,nan,nan,4.1,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.1,,,,11.0,11.0,11.0,,11.0,GPA004
gpa036,2034238.0,5708076.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,58.0,58.0,58.0,,58.0,GPA036
gpa119,2042193.0,5706576.0,,nan,nan,nan,19.2,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,157.0,157.0,157.0,,157.0,GPA119
gpa162,2041842.0,5706859.0,,nan,nan,nan,5.2,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,35.0,35.0,35.0,,35.0,GPA162
gpa163,2041563.0,5706395.0,,nan,nan,nan,6.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.1,,,,11.0,11.0,11.0,,11.0,GPA163
gpa164,2041563.0,5706395.0,,nan,nan,nan,8.3,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,10.0,10.0,10.0,,10.0,GPA164
gpa302,2041093.0,5704785.0,,nan,nan,nan,7.5,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,7.0,7.0,7.0,,7.0,GPA302
gpa305,2041515.0,5705993.0,,nan,nan,nan,7.3,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,12.0,12.0,12.0,,12.0,GPA305
gpa307,2042018.0,5706649.0,,nan,nan,nan,5.88,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,6.0,6.0,6.0,,6.0,GPA307
gpa310,2042921.0,5707359.0,,nan,nan,nan,10.62,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,3.0,3.0,3.0,,3.0,GPA310
gpb002,2031671.4533302137,5713106.137142833,,nan,nan,nan,104.5,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,120.0,120.0,120.0,,120.0,GPB002
gpb049,2032551.0,5710757.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,125.0,125.0,125.0,,125.0,GPB049
gpb082,2034620.4078487263,5712466.599645673,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,140.0,140.0,140.0,,140.0,GPB082
gpb098,2033619.9092958402,5710962.973096508,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,140.0,140.0,140.0,,140.0,GPB098
gpb100,2033687.0,5711058.0,,nan,nan,nan,26.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.42,,,,120.0,120.0,120.0,,120.0,GPB100
gpb102,2033820.27536851,5710963.1485252,,,,,99.0,,,,,,,,,,,,,2.0,,,0.5646503496503497,1.0,1.0,185.0,185.0,185.0,185.0,0.0,185.0,
gpb103,2033118.5519780712,5711463.44414059,,nan,nan,nan,146.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,140.0,140.0,140.0,,140.0,GPB103
gpb111,2034319.0,5710550.0,,nan,nan,nan,34.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,190.0,190.0,190.0,,190.0,GPB111
gpb126,2032487.0,5713798.0,,nan,nan,nan,176.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPB126
gpb128,2032983.0,5712086.0,,nan,nan,nan,147.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPB128
gpb135,2033690.0,5711061.0,,nan,nan,nan,62.8,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,160.0,160.0,160.0,,160.0,GPB135
gpc003,2033120.9063552297,5709928.658193403,,nan,nan,nan,59.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,160.0,160.0,160.0,,160.0,GPC003
gpc0033,2033120.0,5709928.0,,nan,nan,nan,103.4,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,63.0,63.0,63.0,,63.0,GPC0033
gpc004,2030917.0185463887,5708656.463399045,,nan,nan,nan,8.2,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,60.0,60.0,60.0,,60.0,GPC004 
gpc028,2030431.0,5707894.0,,nan,nan,nan,5.6,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.5,,,,57.0,57.0,57.0,,57.0,GPC028
gpc031,2031317.74103675,5708656.80721326,3.3,,,,4.12,4.1,,,,,,,,,,,,4.0,,,0.44792346542346545,1.0,1.0,25.5,1.0,50.0,25.5,28.290163190291665,25.5,
gpc036,2031317.4804557357,5708957.347678339,,nan,nan,nan,58.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPC036
gpc062,2030217.47737002,5706652.27963061,6.8,,,,9.8,9.8,,,,,,,,,,,,3.0,,,0.5694638694638695,1.0,1.0,72.5,15.0,130.0,53.333333333333336,66.39528095680696,15.0,
gpc112,2031804.0,5709810.0,,nan,nan,nan,70.5,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPC112
gpd041,2028811.668551844,5710457.860878057,,nan,nan,nan,11.5,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,27.0,27.0,27.0,,27.0,GPD041
gpd129,2031641.0,5710154.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,120.0,120.0,120.0,,120.0,GPD129
gpd130,2031641.0,5710154.0,64.0,,,,127.0,67.0,,,,,,,,,,,,2.0,,,0.5646503496503497,1.0,1.0,170.0,170.0,170.0,170.0,0.0,170.0,
gpd132,2030157.0,5711956.0,,nan,nan,nan,130.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,110.0,110.0,110.0,,110.0,GPD132
gpd134,2031081.0,5711034.0,,nan,nan,nan,157.6,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPD134
gpd147,2029020.0,5712946.0,,nan,nan,nan,114.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPD147
gpe006,2029193.0,5716763.0,,,,,24.0,,,,,,,,,,,,,2.0,,,0.5523188405797101,1.0,1.0,44.0,44.0,44.0,44.0,0.0,44.0,
gpe014,2028704.9819852263,5717570.449248154,,nan,nan,nan,55.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,110.0,110.0,110.0,,110.0,GPE014
gpe023,2029005.1376988583,5717971.450579236,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPE023
gpe032,2026202.044560562,5715965.265970899,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,23.0,23.0,23.0,,23.0,GPE032
gpe040,2028172.0,5716014.0,,nan,nan,nan,28.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.76,,,,52.0,52.0,52.0,,52.0,GPE040
gpe041,2028171.0,5716015.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPE041
gpe059,2028168.4871771366,5716018.17343208,,nan,nan,nan,89.4,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,120.0,120.0,120.0,,120.0,GPE059
gpe067,2028540.0,5714899.0,,nan,nan,nan,74.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.1,,,,10.0,10.0,10.0,,10.0,GPE067
gpe068,2028630.0,5714694.0,,nan,nan,nan,74.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.1,,,,20.0,20.0,20.0,,20.0,GPE068
gpf010,2031611.1660333702,5716571.34938368,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPF010
gpf002,2030307.8620016784,5717571.951118762,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPF002
gpf003,2031309.958443781,5717272.343281997,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPF003
gpf004,2029408.7723044567,5717014.106550066,,nan,nan,nan,39.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,115.0,115.0,115.0,,115.0,GPF004
gpf007,2032313.1883415272,5715770.541486512,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPF007
gpf024,2029007.4983690022,5715466.963182961,,nan,nan,nan,41.1,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,110.0,110.0,110.0,,110.0,GPF024
gpf038,2029910.6786580463,5713764.740467858,,nan,nan,nan,67.1,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,75.0,75.0,75.0,,75.0,GPF038
gpf046,2031513.6614526086,5713666.006600944,,nan,nan,nan,54.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,130.0,130.0,130.0,,130.0,GPF046
gpf056,2031913.0,5716190.0,,nan,nan,nan,111.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,4.0,,,0.43,,,,73.0,140.0,95.75,31.351501824739863,85.0,GPF056
gpf071,2032209.0,5715700.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,140.0,140.0,140.0,,140.0,GPF071
gpf080,2032815.5716848015,5714168.089148576,,nan,nan,nan,82.2,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPF080
gpf090,2030247.0,5716709.0,,,,,51.8,,,,,,,,,,,,,2.0,,,0.5646503496503497,1.0,1.0,125.0,125.0,125.0,125.0,0.0,125.0,
gpf095,2031013.0,5717507.0,,nan,nan,nan,44.8,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,180.0,180.0,180.0,,180.0,GPF095
gpf112,2029807.7202179742,5716770.037803116,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,105.0,105.0,105.0,,105.0,GPF112
gpf115,2029808.9365912268,5715467.699363951,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,88.0,88.0,88.0,,88.0,GPF115
gpf127,2031311.9249071742,5715168.536058013,,nan,nan,nan,57.5,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,125.0,125.0,125.0,,125.0,GPF127
gpg026,2028836.5396559935,5723387.026427639,,nan,nan,nan,27.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,115.0,115.0,115.0,,115.0,GPG026
gpg052,2028803.9125658653,5718872.880051162,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,1.0,,,,25.0,25.0,25.0,,25.0,GPG052
gpg058,2028642.0,5719888.0,,nan,nan,nan,55.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,140.0,140.0,140.0,,140.0,GPG058
gpg059,2028642.0,5719888.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,27.5,27.5,27.5,,27.5,GPG059
gpg060,2028702.7626208672,5719874.582662081,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,104.0,104.0,104.0,,104.0,GPG060
gpg062,2029129.943962124,5720476.073136064,,nan,nan,nan,16.7,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,,,,,30.0,30.0,30.0,,30.0,GPG062
gpg076,2029519.0,5723642.0,,nan,nan,nan,27.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,120.0,120.0,120.0,,120.0,GPG076
gpg079,2029041.886014601,5722406.462847384,,nan,nan,nan,52.4,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,128.0,128.0,128.0,,128.0,GPG079
gph001,2027892.9385507382,5728188.708192744,,nan,nan,nan,24.4,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,72.0,72.0,72.0,,72.0,GPH001 
gph003,2027795.14422964,5725884.4743989445,,nan,nan,nan,34.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.12,,,,132.0,132.0,132.0,,132.0,GPH003 
gph006,2026994.737001302,5724881.878716374,,nan,nan,nan,36.5,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,115.0,115.0,115.0,,115.0,GPH006
gph007,2026793.1531042987,5726083.821157648,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,113.0,113.0,113.0,,113.0,GPH007
gph008,2026911.0,5723720.0,,nan,nan,nan,90.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,0.43,,,,80.0,120.0,100.0,28.284271247461902,100.0,GPH008
gph011,2028600.5173472976,5721978.262458245,,nan,nan,nan,44.2,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,95.0,95.0,95.0,,95.0,GPH011
gph013,,,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,117.0,117.0,117.0,,117.0,GPH013
gph014,,,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,108.0,108.0,108.0,,108.0,GPH014
gph022,2026924.0,5724730.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,104.0,104.0,104.0,,104.0,GPH022
gph027,2028294.3892327212,5727487.858384828,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.9,,,,50.0,50.0,50.0,,50.0,GPH027
gph028,2027415.0,5725867.0,,nan,nan,nan,34.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,98.0,98.0,98.0,,98.0,GPH028
gph030,2027861.0,5728328.0,,nan,nan,nan,28.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,136.0,136.0,136.0,,136.0,GPH030
gpi019,2025802.5447771666,5714662.608403234,,nan,nan,nan,59.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,94.0,94.0,94.0,,94.0,GPI019
gpi026,2027133.903865113,5715738.723931399,,nan,nan,nan,83.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,125.0,125.0,125.0,,125.0,GPI026
gpi032,2027302.387696922,5714453.604277756,,nan,nan,nan,81.3,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPI032
gpj009?,2027406.2034178106,5713762.475304883,,nan,nan,nan,12.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,37.0,37.0,37.0,,37.0,GPJ009?
gpj033,2025971.0,5712485.0,,nan,nan,nan,70.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,108.0,108.0,108.0,,108.0,GPJ033
gpj040,2027525.0,5712371.0,,,,,80.0,,,,,,,,,,,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,
gpj045,2027408.5505666407,5711157.870476453,,nan,nan,nan,42.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,120.0,120.0,120.0,,120.0,GPJ045
gpj066,2027681.755728655,5711472.66849563,,nan,nan,nan,82.3,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,125.0,125.0,125.0,,125.0,GPJ066
gpl007,2024907.219896077,5707649.545721406,,nan,nan,nan,70.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,2.0,,,0.43,,,,62.0,140.0,101.0,55.154328932550705,101.0,GPL007 
gpl008?,2026910.562014921,5707851.606484395,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,74.0,74.0,74.0,,74.0,GPL008?
gpl028,2022800.4835894802,5711153.801710972,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPL028
gpo001,2024884.7405163967,5730890.404234957,,nan,nan,nan,43.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPO001 
gpo002,2025986.7944979104,5730791.386694745,,nan,nan,nan,16.7,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,48.0,48.0,48.0,,48.0,GPO002 
gpo007,2025988.9204459311,5728787.819640043,,nan,nan,nan,13.7,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,80.0,80.0,80.0,,80.0,GPO007 
gpo015,2024984.9170750848,5730890.509790384,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,150.0,150.0,150.0,,150.0,GPO015
gpo15,2024984.9170750848,5730890.509790384,,nan,nan,nan,43.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.715,,,,43.5,43.5,43.5,,43.5,GPO15
gpo021,2024614.486944638,5731615.40327726,,nan,nan,nan,30.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,98.0,98.0,98.0,,98.0,GPO021
grb031,2065089.0,5793533.0,,nan,nan,nan,12.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,190.0,190.0,190.0,,190.0,GRB031
grb047,2065183.0,5793441.0,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,5.0,5.0,5.0,,5.0,GRB047
grb048,2065086.0,5793533.0,,nan,nan,nan,5.2,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,1.0,1.0,1.0,,1.0,GRB048
grc013,2076509.0,5802578.0,,nan,nan,nan,10.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,5.0,5.0,5.0,,5.0,GRC013
gta005_014?,2062572.0,5739670.0,,nan,nan,nan,4.3,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,5.0,5.0,5.0,,5.0,GTA005/014?
gta36_37?,2062603.0,5740224.0,,nan,nan,nan,4.0,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,12.0,12.0,12.0,,12.0,GTA36/37?
20212545,,,,nan,nan,nan,,,gdc,nan,nan,nan,,nan,nan,nan,nan,,,1.0,,,0.43,,,,7.0,7.0,7.0,,7.0,20212545
waitakere rd - deep,1739005.0,5927973.0,,nan,nan,6474003,150.0,,ngmp,nan,nan,nan,,78,ARC,nan,nan,,,1.0,,,0.8403361344537815,1.0,1.0,350.0,350.0,350.0,350.0,,350.0,Waitakere Rd - Deep
waitakere rd - shallow,1739213.0,5928139.0,,nan,nan,6475015,36.0,,ngmp,nan,nan,nan,,77,ARC,nan,nan,,,1.0,,,0.8403361344537815,1.0,1.0,250.0,250.0,250.0,250.0,,250.0,Waitakere Rd - Shallow
